customerID,gender,SeniorCitizen,tenure,PhoneService,InternetService,MonthlyCharges,TotalCharges,Churn
CUST00885,Female,1,24,Yes,Fiber optic,52.57,1215.36,No
CUST00886,Female,0,9,Yes,No,99.05,802.13,Yes
CUST00887,Female,0,41,Yes,Fiber optic,30.14,1541.36,No
CUST00888,Male,0,30,No,DSL,61.87,2131.99,No
CUST00889,Female,0,65,No,DSL,91.04,6412.51,No
CUST00890,Male,0,41,Yes,No,30.5,1498.86,No
CUST00891,Male,0,39,No,No,61.79,2282.24,No
CUST00892,Male,1,5,Yes,DSL,77.59,378.84,No
CUST00893,Male,0,20,Yes,DSL,62.84,1139.96,No
CUST00894,Male,1,50,No,DSL,87.01,4700.13,No
CUST00895,Female,0,17,Yes,Fiber optic,23.82,469.24,No
CUST00896,Male,0,29,Yes,Fiber optic,93.94,2602.13,Yes
CUST00897,Female,0,41,Yes,DSL,55.18,2263.99,No
CUST00898,Female,0,66,Yes,Fiber optic,96.35,6037.73,Yes
CUST00899,Female,0,52,Yes,Fiber optic,30.08,1649.34,No
CUST00900,Female,0,54,No,DSL,39.35,2347.08,No
CUST00901,Female,0,12,No,Fiber optic,99.14,1272.83,Yes
CUST00902,Male,0,16,Yes,No,32.78,653.67,No
CUST00903,Female,0,71,Yes,Fiber optic,32.34,,Yes
CUST00904,Male,0,38,No,No,69.54,2338.54,No
CUST00905,Female,0,44,No,No,44.98,2209.22,No
CUST00906,Male,0,16,No,Fiber optic,80.75,1163.24,No
CUST00907,Male,0,42,Yes,No,79.34,,No
CUST00908,Female,0,41,Yes,DSL,73.29,2752.58,No
CUST00909,Male,0,10,Yes,Fiber optic,63.33,595.09,No
CUST00910,Male,0,27,Yes,DSL,32.7,654.68,No
CUST00911,Male,0,42,Yes,Fiber optic,45.5,2292.09,No
CUST00912,Female,0,5,No,Fiber optic,85.64,379.35,Yes
CUST00913,Female,0,51,Yes,DSL,68.14,3884.17,No
CUST00914,Male,0,8,Yes,DSL,91.44,706.99,No
CUST00915,Female,0,23,Yes,Fiber optic,31.08,653.26,No
CUST00916,Male,1,14,Yes,DSL,51.23,701.86,No
CUST00917,Male,0,4,No,DSL,74.43,331.39,No
CUST00918,Female,1,18,No,DSL,76.98,1447.77,No
CUST00919,Female,0,35,Yes,DSL,78.46,2841.84,No
CUST00920,Female,1,13,No,Fiber optic,81.72,1174.96,No
CUST00921,Female,0,64,Yes,DSL,20.67,1558.02,No
CUST00922,Male,0,4,No,No,100.68,373.2,Yes
CUST00923,Female,0,28,No,DSL,28.49,1005.89,No
CUST00924,Female,1,8,Yes,Fiber optic,80.02,655.32,No
CUST00925,Female,0,11,No,Fiber optic,109.27,1193.4,Yes
CUST00926,Female,0,6,Yes,DSL,91.8,590.45,No
CUST00927,Female,0,44,Yes,Fiber optic,40.03,2089.94,No
CUST00928,Male,0,1,No,No,106.22,97.29,Yes
CUST00929,Female,0,20,No,No,74.3,1346.68,No
CUST00930,Male,0,51,No,DSL,76.83,3546.54,No
CUST00931,Female,0,37,No,DSL,21.2,840.29,No
CUST00932,Male,0,3,Yes,DSL,98.74,285.42,Yes
CUST00933,Male,0,46,Yes,No,39.11,1564.01,No
CUST00934,Female,1,3,Yes,No,84.88,254.68,Yes
CUST00935,Female,0,0,No,DSL,88.94,,No
CUST00936,Female,0,8,Yes,Fiber optic,86.42,618.02,Yes
CUST00937,Female,1,7,Yes,Fiber optic,71.99,475.0,Yes
CUST00938,Female,0,51,Yes,Fiber optic,76.2,3661.02,No
CUST00939,Male,0,65,No,No,43.48,3273.59,No
CUST00940,Male,0,0,No,Fiber optic,83.54,,Yes
CUST00941,Male,0,3,Yes,DSL,100.44,327.99,Yes
CUST00942,Male,0,9,Yes,DSL,73.36,590.16,Yes
CUST00943,Male,1,58,Yes,Fiber optic,50.48,2606.37,No
CUST00944,Male,1,60,No,Fiber optic,89.81,4956.07,Yes
CUST00945,Male,1,1,No,DSL,101.98,102.89,Yes
CUST00946,Male,0,10,Yes,No,76.33,673.67,No
CUST00947,Female,0,62,No,DSL,67.6,3938.71,No
CUST00948,Female,1,2,Yes,DSL,84.25,162.59,Yes
CUST00949,Female,0,28,Yes,DSL,50.37,1373.9,No
CUST00950,Male,0,55,Yes,DSL,21.38,1476.28,No
CUST00951,Female,0,3,Yes,No,83.93,252.33,Yes
CUST00952,Female,0,13,No,DSL,52.06,560.59,No
CUST00953,Male,0,61,No,DSL,83.85,5300.37,No
CUST00954,Male,0,20,No,DSL,63.08,1183.47,No
CUST00955,Female,1,28,Yes,DSL,66.26,1916.11,No
CUST00956,Male,0,5,No,No,65.92,346.06,No
CUST00957,Female,0,10,No,DSL,70.96,,No
CUST00958,Male,0,62,Yes,Fiber optic,64.21,3822.24,No
CUST00959,Male,1,4,No,DSL,90.23,370.16,Yes
CUST00960,Male,0,2,Yes,No,107.9,213.94,No
CUST00961,Female,0,59,Yes,DSL,25.36,1386.33,No
CUST00962,Female,0,7,Yes,Fiber optic,68.93,524.0,No
CUST00963,Male,0,54,No,No,74.96,3810.21,No
CUST00964,Female,0,12,Yes,DSL,71.12,923.31,No
CUST00965,Female,0,4,Yes,Fiber optic,71.27,314.82,Yes
CUST00966,Male,0,69,Yes,DSL,81.84,5794.52,No
CUST00967,Male,0,30,No,No,68.92,1968.89,No
CUST00968,Male,0,53,No,DSL,83.63,4130.17,No
CUST00969,Female,0,52,No,Fiber optic,61.01,3567.66,No
CUST00970,Female,1,25,No,DSL,33.8,1046.17,No
CUST00971,Female,0,2,Yes,No,91.73,194.9,Yes
CUST00972,Female,1,52,Yes,DSL,98.86,5529.38,No
CUST00973,Male,0,22,No,No,84.48,1968.94,No
CUST00974,Male,0,63,Yes,Fiber optic,40.85,2836.2,No
CUST00975,Female,0,37,No,Fiber optic,70.03,2349.43,No
CUST00976,Female,1,21,Yes,DSL,60.6,1145.86,No
CUST00977,Female,0,69,No,Fiber optic,79.29,5772.62,Yes
CUST00978,Male,0,52,No,Fiber optic,68.09,3604.82,No
CUST00979,Male,1,51,Yes,DSL,33.97,1832.14,No
CUST00980,Male,0,12,No,Fiber optic,22.75,178.07,No
CUST00981,Female,0,72,Yes,No,44.81,2704.94,No
CUST00982,Female,0,46,No,DSL,51.85,2714.13,No
CUST00983,Female,0,0,Yes,Fiber optic,80.56,,Yes
CUST00984,Female,0,34,No,No,20.37,1012.87,No
CUST00985,Male,0,18,Yes,DSL,60.69,,No
CUST00986,Male,0,61,No,No,81.23,4682.63,No
CUST00987,Male,0,33,Yes,No,62.83,1867.98,No
CUST00988,Female,0,51,Yes,No,76.17,3584.1,No
CUST00989,Female,0,64,Yes,Fiber optic,93.25,6197.54,No
CUST00990,Female,1,72,Yes,DSL,78.27,5242.11,No
CUST00991,Female,0,5,No,DSL,83.18,,No
CUST00992,Male,1,25,Yes,DSL,43.82,939.8,No
CUST00993,Male,0,17,No,No,36.76,,No
CUST00994,Female,0,29,Yes,No,73.45,1970.9,No
CUST00995,Female,0,71,Yes,DSL,50.15,3629.44,No
CUST00996,Male,0,3,Yes,DSL,105.31,342.31,Yes
CUST00997,Female,0,35,No,DSL,63.32,2338.04,No
CUST00998,Female,0,12,Yes,No,76.15,964.84,No
CUST00999,Female,0,37,No,No,97.3,3869.34,No
CUST01000,Female,0,27,Yes,No,92.5,2266.94,No
